SITE_ID,Approach,Canopy_L1,dLevelsAminusB,tower_order,pair_span,n,prop_positive_FG,prop_cross_grad_flagged,median_FG,median_abs_FG
TEAK,AE,AA,7_6,A above B,1,112,0.5982142857142857,0,1.2643382404712886e-4,2.826472468793667e-4
TEAK,WP,AA,7_6,A above B,1,112,0.5982142857142857,0,0.03151502299882542,0.07489755938569184
ORNL,MBR,AW,5_2,A above B,3,1049,0.5967588179218303,0,0.003122428396641115,0.011035870631728891
CLBJ,MBR,AW,5_2,A above B,3,2267,0.5963828848698721,0,0.009417697751044177,0.027705137920331406
JERC,MBR,AA,4_3,A above B,1,52,0.5961538461538461,0,0.006370494184121491,0.012422499604982325
NIWO,MBR,AA,4_2,A above B,2,381,0.5958005249343832,0,0.0021136619763974717,0.005489049202118498
TEAK,WP,AA,4_3,A above B,1,94,0.5957446808510638,0,0.0170417943461613,0.03788418270746205
TEAK,WP,AA,7_4,A above B,3,977,0.5957011258955988,0,0.01689940440545426,0.03925392947792541
LENO,WP,AW,6_3,A above B,3,1100,0.5954545454545455,0,0.029626359436185665,0.06554081847309311
RMNP,AE,AA,5_4,A above B,1,42,0.5952380952380952,0,2.574140376532768e-4,4.6645935097301607e-4
BONA,MBR,AA,3_2,A above B,1,32,0.59375,0,2.3617419892863378e-4,0.00324324379892847
KONA,MBR,AW,4_1,A above B,3,932,0.5933476394849786,0,0.0018175156837231324,0.0049311855240343205
LENO,AE,AW,6_3,A above B,3,1095,0.5926940639269407,0,1.513504830811934e-4,3.3258547489369716e-4
TEAK,AE,AA,6_3,A above B,3,1065,0.5906103286384976,0,1.4937927499315563e-4,3.340671810888761e-4
TEAK,WP,AA,6_3,A above B,3,1059,0.5901794145420207,0,0.015574832595288302,0.035308407040152034
TOOL,WP,AA,4_2,A above B,2,234,0.5897435897435898,0,0.0055556399686637215,0.013550068330741414
TOOL,AE,AA,4_2,A above B,2,233,0.5879828326180258,0,0.002648857704889311,0.008557886977036204
OSBS,MBR,AA,5_3,A above B,2,654,0.5871559633027523,0,0.0044765634139351095,0.013625180755708961
LAJA,MBR,AW,2_1,A above B,1,99,0.5858585858585859,0,0.00727208454357494,0.022499076714779027
CPER,MBR,AA,3_1,A above B,2,1852,0.5858531317494601,0,0.002229209285075106,0.008157167082732418
SERC,MBR,AW,5_2,A above B,3,2085,0.5851318944844125,0,0.0010778630152586302,0.005404641293858148
SJER,MBR,AW,5_2,A above B,3,1140,0.5842105263157895,0,0.0024409721262626796,0.012392279468375771
JERC,MBR,AA,5_3,A above B,2,606,0.5841584158415841,0,0.0033053441832327046,0.011707911447196143
NIWO,MBR,AA,4_3,A above B,1,101,0.5841584158415841,0,0.001492746333716223,0.008436417437125263
STEI,MBR,AW,5_2,A above B,3,567,0.5837742504409171,0,0.002201538269997898,0.00606063506625485
LAJA,WP,AW,4_1,A above B,3,281,0.5836298932384342,0,0.010574384547920581,0.024631287646436507
ORNL,MBR,AW,6_2,A above B,4,1726,0.5811123986095017,0,0.003372545930352982,0.011347423216475815
TEAK,AE,AA,4_3,A above B,1,93,0.5806451612903226,0,3.344314810146333e-4,8.821215945658716e-4
BONA,MBR,AA,4_2,A above B,2,233,0.5793991416309013,0,5.036151854533921e-4,0.003865597690067278
OAES,MBR,AA,4_1,A above B,3,1307,0.5791889824024483,0,0.004684931735893094,0.017756638701563597
LAJA,AE,AW,4_1,A above B,3,278,0.579136690647482,0,0.005528903264794353,0.01672224309189768
HARV,MBR,AW,5_2,A above B,3,121,0.5785123966942148,0,0.0012644393622252912,0.0064930964698281515
BONA,MBR,AA,5_4,A above B,1,45,0.5777777777777777,0,3.7820786375407687e-4,0.00173450601477291
SJER,MBR,AW,4_1,A above B,3,1492,0.5777479892761395,0,0.0020606859582212103,0.009269895881241271
TEAK,MBR,AA,7_4,A above B,3,298,0.5771812080536913,0,0.004546217130815093,0.017216244525692488
UNDE,AE,AW,6_2,A above B,4,1476,0.575880758807588,0,1.389778397522689e-4,7.984940500829387e-4
CLBJ,WP,AA,4_3,A above B,1,827,0.5755743651753326,0,0.10238055795228926,0.24093919219980867
UNDE,WP,AW,6_2,A above B,4,1468,0.5749318801089919,0,0.01176379828962507,0.02318637124500572
RMNP,MBR,AW,4_2,A above B,2,261,0.5747126436781609,0,0.004085686148877817,0.009020927992943788
TALL,AE,AW,5_2,A above B,3,632,0.5743670886075949,0,1.923362859836577e-4,0.0014347215136925498
CLBJ,AE,AA,4_3,A above B,1,842,0.5736342042755345,0,0.0014943289834959826,0.009304172251774167
JERC,MBR,AA,6_4,A above B,2,1336,0.5726047904191617,0,0.00293144382652304,0.010412136210982293
TALL,WP,AW,5_2,A above B,3,629,0.5723370429252782,0,0.006840927717745473,0.014659317156709348
MLBS,MBR,AW,4_3,A above B,1,35,0.5714285714285714,0,0.0021846344473778717,0.01268194120252176
TALL,MBR,AW,3_2,A above B,1,7,0.5714285714285714,0,0.010425675627660369,0.033344225549404034
SJER,MBR,AW,5_1,A above B,4,2342,0.5713065755764304,0,0.001887953312626622,0.008755693427913066
KONZ,MBR,AA,4_1,A above B,3,842,0.5688836104513064,0,0.002583508748979101,0.007750769985184144
BARR,MBR,AA,2_1,A above B,1,825,0.5684848484848485,0,3.428052083974884e-4,0.0018451392649699396
NOGP,MBR,AA,3_1,A above B,2,2660,0.5680451127819549,0,0.0016096368903898849,0.006219851915340888
UKFS,AE,AA,6_5,A above B,1,715,0.5678321678321678,0,4.7749178551243827e-4,0.004341507039955117
STEI,MBR,AW,6_2,A above B,4,1058,0.5671077504725898,0,0.0020700155924768685,0.006333171898159587
SJER,MBR,AW,6_1,A above B,5,1420,0.5669014084507042,0,0.0012196964090821064,0.0064922811006451215
DELA,WP,AW,5_3,A above B,2,1325,0.5660377358490566,0,0.029535839174869138,0.08618141037198429
BLAN,MBR,AA,4_3,A above B,1,115,0.5652173913043478,0,0.0034707705588596575,0.024277147683252984
BONA,AE,AA,4_2,A above B,2,223,0.5650224215246636,0,0.00170135773976183,0.0038135759874961465
UKFS,WP,AA,6_5,A above B,1,714,0.5644257703081232,0,0.07056393175537419,0.14579340614910816
LENO,AE,AW,5_3,A above B,2,474,0.5632911392405063,0,1.2331433646191542e-4,3.510640587548561e-4
JERC,MBR,AA,6_3,A above B,3,1142,0.5630472854640981,0,0.0023501622467888166,0.010216776338233969
DELA,AE,AW,5_3,A above B,2,1493,0.5626255860683188,0,1.5483172920485725e-4,4.8090152663811744e-4
WREF,AE,AA,8_6,A above B,2,240,0.5625,0,6.839051064299616e-5,1.5839787252275696e-4
YELL,MBR,AA,4_3,A above B,1,16,0.5625,0,0.0028434505940455974,0.007819466537906754
DCFS,MBR,AW,3_1,A above B,2,2060,0.5611650485436893,0,0.0012491663375328065,0.005442727268817697
MOAB,MBR,AA,4_3,A above B,1,141,0.5602836879432624,0,0.0017367788044855212,0.006783542492089864
NIWO,MBR,AA,3_2,A above B,1,34,0.5588235294117647,0,0.001837354505583771,0.006713418341435828
LAJA,WP,AA,4_2,A above B,2,929,0.5586652314316469,0,0.025959998734641544,0.07241513788311428
GUAN,MBR,AA,4_3,A above B,1,120,0.5583333333333333,0,0.002799260607536343,0.014806342751278574
ABBY,AE,AA,4_3,A above B,1,43,0.5581395348837209,0,4.8406371732189396e-4,0.0011533474824720357
JORN,MBR,AA,4_3,A above B,1,95,0.5578947368421052,0,0.0015628723310455873,0.004136493742449016
OSBS,MBR,AA,6_3,A above B,3,1143,0.5573053368328958,0,0.0032838453217099717,0.015352085956527942
DSNY,MBR,AA,2_1,A above B,1,551,0.5571687840290381,0,0.001984482582217704,0.01052619764685029
TREE,MBR,AW,5_3,A above B,2,1201,0.556203164029975,0,0.002002594767899223,0.007085223388735936
BONA,WP,AA,4_3,A above B,1,36,0.5555555555555556,0,0.014133090321085184,0.036641279617704345
LAJA,AE,AA,4_2,A above B,2,930,0.5548387096774193,0,0.006126676418300627,0.022207451698530514
BONA,WP,AA,4_2,A above B,2,224,0.5535714285714286,0,0.009024676642993047,0.018184853374647904
WOOD,MBR,AA,4_1,A above B,3,750,0.5533333333333333,0,0.001540975095419991,0.0053739792772754535
SERC,AE,AW,6_3,A above B,3,5682,0.5533262935586061,0,5.5698826375286134e-5,1.6117655941032767e-4
LENO,WP,AW,5_3,A above B,2,472,0.5529661016949152,0,0.018450512394095755,0.06005835949987
UKFS,MBR,AW,4_1,A above B,3,2146,0.5526561043802423,0,0.002419054578217327,0.009315808380232056
WREF,WP,AA,8_6,A above B,2,239,0.5523012552301255,0,0.022187371734153836,0.06280418174030529
DSNY,MBR,AA,3_1,A above B,2,2876,0.5521557719054242,0,0.002078299114212524,0.011300468246871219
SERC,WP,AW,6_3,A above B,3,5667,0.5516146109052409,0,0.018407581104406278,0.04987997207348255
UKFS,AE,AW,6_3,A above B,3,6090,0.551559934318555,0,1.132907530198929e-4,7.091074001855425e-4
TALL,MBR,AW,5_2,A above B,3,332,0.5512048192771084,0,0.004115675214489106,0.015711982772706672
UKFS,WP,AW,6_3,A above B,3,6078,0.5508390918065152,0,0.0147166532298945,0.037630928635059235
OAES,WP,AA,2_1,A above B,1,1648,0.5503640776699029,0,0.015608154665740975,0.0526447607005223
TALL,MBR,AW,4_1,A above B,3,616,0.5487012987012987,0,0.002891591950344398,0.014186792431760409
LAJA,MBR,AW,3_1,A above B,2,834,0.5479616306954437,0,0.005321540773954192,0.026543251817403905
OAES,AE,AA,2_1,A above B,1,1647,0.5476624165148756,0,0.034913603726400885,0.11975034228308944
DELA,MBR,AA,5_4,A above B,1,346,0.546242774566474,0,0.0038351483962167773,0.02869935570553847
TALL,MBR,AW,5_1,A above B,4,284,0.545774647887324,0,0.002492998310620427,0.013235246632079999
TREE,WP,AA,6_5,A above B,1,295,0.5457627118644067,0,0.054317637412278116,0.14278713429011983
OAES,WP,AA,4_2,A above B,2,4542,0.5455746367239102,0,0.019191122056317067,0.06391658906378808
BONA,AE,AA,5_2,A above B,3,286,0.5454545454545454,0,6.758806682398216e-4,0.0017532258736505796
SCBI,MBR,AW,4_1,A above B,3,1178,0.5449915110356537,0,0.001625897116454042,0.006748667969190318
TREE,AE,AA,6_5,A above B,1,301,0.5448504983388704,0,2.465942814630522e-4,6.256207399738919e-4
GRSM,WP,AA,5_4,A above B,1,118,0.5423728813559322,0,0.06407822115702386,0.20488248761707728
OAES,AE,AA,4_2,A above B,2,4536,0.5421075837742504,0,0.009323527992464269,0.034830144570020094
SOAP,AE,AA,6_2,A above B,4,1851,0.5413290113452188,0,4.738997930977288e-5,1.7405872647958484e-4
DSNY,MBR,AA,4_1,A above B,3,1767,0.5410299943406904,0,0.0011869063288779415,0.009245066859210529
BART,AE,AA,6_5,A above B,1,209,0.5406698564593302,0,1.9716890303655377e-4,4.001353995760055e-4
SOAP,WP,AA,6_2,A above B,4,1848,0.5405844155844156,0,0.005711098484010322,0.02073650490211772
UKFS,AE,AA,6_4,A above B,2,2348,0.5404599659284497,0,1.4493260009960387e-4,0.0011373786001463854
UKFS,WP,AA,6_4,A above B,2,2348,0.5400340715502555,0,0.03204773913533196,0.08853101559495447
CLBJ,WP,AW,5_2,A above B,3,3835,0.5400260756192959,0,0.02133395443869041,0.06792828204312767
CLBJ,AE,AW,5_2,A above B,3,3828,0.5386624869383491,0,3.57754360354606e-4,0.0022642206656932097
BONA,WP,AA,5_2,A above B,3,286,0.5384615384615384,0,0.00424507919723081,0.010285860837065924
BONA,MBR,AA,4_3,A above B,1,26,0.5384615384615384,0,2.238838653074607e-4,0.003538940348955858
WREF,AE,AA,8_7,A above B,1,212,0.5377358490566038,0,7.522182925006219e-5,2.0385556693927758e-4
SERC,AE,AW,5_2,A above B,3,5177,0.5371836971218853,0,8.100671026067206e-5,2.363523215868986e-4
HARV,MBR,AW,6_2,A above B,4,579,0.5371329879101899,0,0.0021347163688492255,0.007061918966235453
BART,WP,AA,6_5,A above B,1,205,0.5365853658536586,0,0.03902325345271009,0.10121432303955268
SERC,WP,AW,5_2,A above B,3,4938,0.5362494937221547,0,0.004045716539578661,0.013175538542254178
UKFS,AE,AW,6_2,A above B,4,2415,0.5349896480331263,0,8.067743756894797e-5,4.88356365661108e-4
UNDE,AE,AW,6_3,A above B,3,3515,0.534850640113798,0,1.0467061955372577e-4,0.001007944764732481
BLAN,MBR,AW,3_1,A above B,2,1983,0.5345436207766011,0,0.0014124107935718222,0.012784130126559438
UKFS,WP,AW,6_2,A above B,4,2419,0.5345183960314179,0,0.004616909783342642,0.01245291931272832
TALL,MBR,AA,5_3,A above B,2,378,0.5343915343915344,0,0.0033995064686197845,0.016128861474359567
WREF,MBR,AA,8_5,A above B,3,236,0.5338983050847458,0,8.895064461003035e-4,0.009380402335184303
LENO,WP,AA,5_4,A above B,1,148,0.5337837837837838,0,0.0731559792141763,0.2749948096298583
UNDE,WP,AW,6_3,A above B,3,3528,0.5337301587301587,0,0.01669227503277186,0.04170747926886448
WREF,WP,AA,8_7,A above B,1,214,0.5327102803738317,0,0.023636100659912816,0.09612200485831501
DCFS,MBR,AW,4_1,A above B,3,1232,0.5324675324675324,0,6.995686248187486e-4,0.005106523276077329
LENO,MBR,AA,5_4,A above B,1,77,0.5324675324675324,0,0.0024645718073535486,0.023597422167848686
ABBY,WP,AA,4_3,A above B,1,47,0.5319148936170213,0,0.033698715933348306,0.08289342022558174
DCFS,WP,AA,4_2,A above B,2,1960,0.5316326530612245,0,0.009174112501687301,0.02568088566677045
OAES,WP,AA,4_3,A above B,1,824,0.5315533980582524,0,0.03673482563089456,0.14585617387316835
DCFS,AE,AA,4_2,A above B,2,1964,0.530040733197556,0,0.005394989975690832,0.01609169470097411
UNDE,AE,AW,4_2,A above B,2,912,0.5296052631578947,0,1.5678770316389807e-4,0.0017803046147829152
BONA,AE,AA,3_2,A above B,1,34,0.5294117647058824,0,0.005544376148118979,0.011898581731554558
CPER,MBR,AA,4_1,A above B,3,516,0.5290697674418605,0,0.0012968164884504928,0.008514975912278976
LAJA,MBR,AA,4_2,A above B,2,439,0.5284738041002278,0,0.0028459565475798558,0.02774146826966492
UNDE,WP,AW,4_2,A above B,2,899,0.5283648498331479,0,0.006062293865069032,0.017672667205328917
PUUM,MBR,AA,5_4,A above B,1,106,0.5283018867924528,0,0.0010338373850911082,0.00927626480704185
OAES,AE,AA,4_3,A above B,1,826,0.5278450363196125,0,0.012036223032486469,0.05584068348045117
BLAN,MBR,AW,4_1,A above B,3,1431,0.5269042627533194,0,9.839127057658969e-4,0.00951669860502185
TEAK,MBR,AA,7_3,A above B,4,600,0.5266666666666666,0,2.497624180162813e-4,0.01616703501225289
DSNY,AE,AA,2_1,A above B,1,1019,0.5260058881256133,0,0.01350497764641239,0.06548898465765171
SJER,WP,AW,6_2,A above B,4,2075,0.5253012048192771,0,0.0044193627858054125,0.019845696302691916
SJER,AE,AW,6_2,A above B,4,2080,0.525,0,5.499978543172463e-4,0.005617099956784955
WREF,MBR,AA,8_7,A above B,1,200,0.525,0,9.893922125141564e-4,0.009131679898754005
LAJA,MBR,AA,3_2,A above B,1,21,0.5238095238095238,0,0.007270442644692681,0.03396970291237956
DSNY,WP,AA,2_1,A above B,1,951,0.5236593059936908,0,0.011825055617675707,0.047009967267893187
GUAN,MBR,AA,5_4,A above B,1,130,0.5230769230769231,0,0.00149648108733331,0.021845853957622067
DCFS,AE,AA,4_3,A above B,1,704,0.5227272727272727,0,0.008331637936966656,0.022654236204872617
SERC,MBR,AW,5_4,A above B,1,163,0.5214723926380368,0,7.328431254708902e-4,0.023468425762326054
SOAP,AE,AA,5_3,A above B,2,1323,0.5200302343159486,0,9.212996925275093e-5,4.602988416194968e-4
LAJA,AE,AW,3_1,A above B,2,984,0.5182926829268293,0,0.007049738824924636,0.03891738945396414
TALL,MBR,AW,3_1,A above B,2,415,0.5180722891566265,0,0.0015197701788617303,0.012824984056970292
WOOD,WP,AA,4_3,A above B,1,479,0.5177453027139874,0,0.016862358010126977,0.04091241841297291
UNDE,AE,AW,5_3,A above B,2,1098,0.517304189435337,0,1.6481449068708726e-4,0.0022413374577429264
LAJA,WP,AW,3_1,A above B,2,957,0.5172413793103449,0,0.009703012527373106,0.04013281289307687
GRSM,AE,AA,5_4,A above B,1,118,0.5169491525423728,0,3.7719915311724365e-4,0.0012291269535595975
RMNP,WP,AA,5_3,A above B,2,455,0.5164835164835165,0,0.014044766424775904,0.04074903914623646
ORNL,WP,AW,4_3,A above B,1,128,0.515625,0,0.013742250442405088,0.0646944731906531
DSNY,WP,AA,4_3,A above B,1,516,0.5155038759689923,0,0.026086388624605356,0.14800571712324917
UNDE,WP,AW,5_2,A above B,3,3087,0.5150631681243926,0,0.008292515026493905,0.022917228465141003
UNDE,AE,AW,5_2,A above B,3,3084,0.5149156939040207,0,9.956928753795962e-5,0.0012351721218027533
CLBJ,MBR,AW,3_2,A above B,1,336,0.5148809523809523,0,4.1143254135224893e-4,0.0067909829048739346
UNDE,WP,AW,5_3,A above B,2,1111,0.5148514851485149,0,0.01704847072222519,0.052507266024835
SCBI,AE,AW,6_2,A above B,4,1341,0.5145413870246085,0,5.0386852918740824e-5,1.462830099511497e-4
SCBI,WP,AW,6_2,A above B,4,1337,0.5138369483919222,0,0.006943643758056005,0.021839107659123544
SJER,AE,AW,6_3,A above B,3,4574,0.5135548753825973,0,4.804761876566204e-4,0.00800074509208516
LENO,AE,AA,5_4,A above B,1,148,0.5135135135135135,0,2.0823463601953862e-4,0.0010628979701829133
STER,AE,AA,2_1,A above B,1,1001,0.5134865134865135,0,0.019535128347179312,0.1035138702548629
SOAP,WP,AW,5_1,A above B,4,1483,0.5131490222521915,0,0.0016171387021796234,0.01000952541002814
DCFS,WP,AA,4_3,A above B,1,704,0.5127840909090909,0,0.017555107698797444,0.054378680786756166
SJER,WP,AW,6_3,A above B,3,4567,0.5125903218743157,0,0.00798661325947776,0.045933306769300894
BONA,MBR,AW,4_1,A above B,3,597,0.5125628140703518,0,8.5391011557313e-5,0.0025377098322644305
SOAP,WP,AA,5_3,A above B,2,1283,0.5105222135619641,0,0.01167621664459351,0.07140264278526812
WOOD,AE,AA,4_3,A above B,1,476,0.5105042016806722,0,0.004612791207187106,0.015107013780229312
TREE,AE,AW,6_4,A above B,2,1229,0.5101708706265257,0,1.0592484064320446e-4,3.590135080694783e-4
STEI,AE,AA,5_4,A above B,1,414,0.5096618357487923,0,3.5349748946971566e-4,0.0011600788426247984
HARV,WP,AW,6_3,A above B,3,2061,0.5094614264919942,0,0.013100280733878849,0.03897830642334113
SERC,AE,AW,5_3,A above B,2,2224,0.5094424460431655,0,5.0327809011977867e-5,2.9121888224098024e-4
OSBS,MBR,AA,4_3,A above B,1,214,0.5093457943925234,0,4.0937684790877437e-4,0.006784887998437588
SCBI,AE,AA,6_5,A above B,1,216,0.5092592592592593,0,1.570873399229244e-4,5.504730159537757e-4
STER,WP,AA,2_1,A above B,1,996,0.5090361445783133,0,0.007253537665380082,0.04212467462916086
TREE,WP,AW,6_4,A above B,2,1220,0.509016393442623,0,0.023946879669195162,0.08155511623774181
SOAP,WP,AA,6_3,A above B,3,3494,0.5088723526044648,0,0.005784748547584015,0.04318806515529183
SOAP,AE,AA,6_3,A above B,3,3509,0.5081219720718153,0,3.335281108579194e-5,2.3830518374019454e-4
ORNL,AE,AW,4_3,A above B,1,126,0.5079365079365079,0,1.1616819686316648e-4,7.663244006035011e-4
HARV,AE,AW,6_3,A above B,3,2058,0.5077745383867833,0,7.334422537387258e-5,2.130296444271585e-4
RMNP,AE,AA,5_3,A above B,2,457,0.5076586433260394,0,9.123890558454101e-5,3.178760200841161e-4
DSNY,WP,AA,4_2,A above B,2,4158,0.5074555074555075,0,0.009904978237977827,0.05632821525934858
KONA,AE,AW,4_1,A above B,3,1059,0.5070821529745042,0,0.0021516880922258894,0.009291884420190482
SCBI,WP,AA,6_5,A above B,1,213,0.5070422535211268,0,0.045079701561141265,0.19536055902931757
DELA,AE,AA,6_4,A above B,2,1026,0.50682261208577,0,1.2152653646964096e-4,6.891967992878175e-4
DSNY,AE,AA,4_3,A above B,1,517,0.5067698259187621,0,0.00567406974118957,0.04342489822196934
DSNY,AE,AA,4_2,A above B,2,4155,0.50661853188929,0,0.0017555233940177116,0.02177456332220857
NIWO,WP,AA,4_3,A above B,1,174,0.5057471264367817,0,0.010381897496708455,0.04051342594967316
SOAP,AE,AW,5_1,A above B,4,1521,0.5055884286653517,0,3.971169277425322e-5,2.833270606443265e-4
ORNL,AE,AW,6_2,A above B,4,1952,0.5046106557377049,0,3.4245155482325184e-5,2.245740781579119e-4
SJER,WP,AA,6_5,A above B,1,732,0.5040983606557377,0,0.023652067572026397,0.21284945980661185
DELA,WP,AA,6_5,A above B,1,252,0.503968253968254,0,0.08338191580038413,0.3677053978971142
ORNL,WP,AW,6_2,A above B,4,1962,0.5035677879714577,0,0.00433448879753022,0.026978530191944655
SCBI,MBR,AW,5_1,A above B,4,1195,0.502928870292887,0,1.1833283212791572e-4,0.006147214034523675
NIWO,AE,AA,4_3,A above B,1,177,0.5028248587570622,0,0.002566941074393364,0.014715005141442096
WREF,WP,AA,7_5,A above B,2,241,0.5020746887966805,0,0.009911587741998287,0.05520365316824818
SOAP,AE,AA,5_2,A above B,3,3361,0.5019339482296935,0,4.512322986732038e-5,4.101251979078719e-4
BONA,MBR,AW,3_1,A above B,2,560,0.5017857142857143,0,1.5252975619987737e-5,0.0023942949398507514
SCBI,AE,AW,6_3,A above B,3,3300,0.5015151515151515,0,5.107014236319973e-5,2.0717710171171504e-4
SERC,WP,AW,5_3,A above B,2,2070,0.5014492753623189,0,0.0028982992434028417,0.03868051474931514
UNDE,WP,AA,6_4,A above B,2,1399,0.501072194424589,0,0.013471532679060145,0.06815389663496493
UKFS,AE,AW,5_3,A above B,2,2485,0.5010060362173038,0,6.88030103613193e-5,0.0010738296708814549
DELA,WP,AA,6_4,A above B,2,1026,0.5009746588693957,0,0.021809289776524174,0.19521971063321197
SCBI,WP,AW,6_3,A above B,3,3299,0.5001515610791148,0,0.01006629222638104,0.052191934152515815
KONA,WP,AW,4_1,A above B,3,1050,0.5,0,-5.5452146171286606e-5,0.010435644471705975
GUAN,MBR,AW,3_2,A above B,1,68,0.5,0,8.876415428779347e-4,0.020069562667548252
JORN,MBR,AA,3_2,A above B,1,60,0.5,0,-1.1489504260215106e-4,0.0038217356876611435
TOOL,AE,AA,3_2,A above B,1,10,0.5,0,-0.0023154812176085504,0.021009292694692032
SOAP,AE,AW,3_1,A above B,2,1550,0.4993548387096774,0,-6.173803426880445e-5,7.226450860187094e-4
SERC,WP,AW,6_4,A above B,2,2191,0.4993153811045185,0,-0.011239052425008549,0.09524646131942512
SOAP,WP,AW,3_1,A above B,2,1557,0.49903660886319845,0,-0.0020922218857642515,0.020286657031918114
UKFS,WP,AW,5_3,A above B,2,2491,0.49899638699317544,0,-0.00707535504089143,0.04686980607027356
UNDE,AE,AA,6_4,A above B,2,1403,0.4989308624376336,0,-7.124875246327122e-5,0.0015644397732132774
STEI,WP,AA,5_4,A above B,1,405,0.49876543209876545,0,-0.0325019379971619,0.1124403549646286
SOAP,WP,AA,5_2,A above B,3,3236,0.49876390605686033,0,-0.0041517565344058125,0.042847124383373826
SJER,AE,AA,6_5,A above B,1,742,0.49865229110512127,0,-6.397932900862127e-4,0.020778572265731567
SJER,AE,AW,5_2,A above B,3,4163,0.49795820321883255,0,-2.073308595671459e-4,0.010073709323063328
WREF,AE,AA,8_5,A above B,3,713,0.49789621318373073,0,-2.287810440496463e-5,1.0994596549964038e-4
HARV,AE,AW,6_4,A above B,2,639,0.49765258215962443,0,-9.341461951396192e-5,2.718686323185863e-4
WREF,WP,AA,8_5,A above B,3,714,0.49719887955182074,0,-0.0073123143723265,0.04016886874076965
GUAN,WP,AW,5_2,A above B,3,1698,0.49705535924617195,0,-0.006080121336955319,0.05006087857570546
SJER,WP,AW,5_2,A above B,3,4158,0.49687349687349686,0,-0.003084308973753503,0.027692567854754057
SOAP,WP,AW,4_1,A above B,3,3822,0.49686028257456827,0,-0.001418759997203308,0.012968967904473789
MLBS,WP,AA,5_4,A above B,1,153,0.49673202614379086,0,-0.0824964244262903,0.21827438967432305
RMNP,MBR,AW,5_2,A above B,3,556,0.49640287769784175,0,-3.238755210804679e-4,0.009394282815362545
TALL,WP,AA,4_3,A above B,1,125,0.496,0,-0.040183083333334604,0.18477232282843836
SERC,AE,AW,6_4,A above B,2,2200,0.4959090909090909,0,-4.74447057000138e-5,2.201846193892021e-4
HARV,AE,AW,5_3,A above B,2,361,0.49584487534626037,0,-1.191118441344653e-4,3.4910102511380854e-4
STER,AE,AA,4_3,A above B,1,444,0.4954954954954955,0,-0.005089713690147798,0.028980831361418494
STER,AE,AA,3_1,A above B,2,2336,0.495291095890411,0,-0.0033534642832814304,0.025443809015865862
ORNL,WP,AW,6_3,A above B,3,3266,0.4951010410287814,0,-0.009192820408806625,0.05643543284625896
WOOD,AE,AA,4_2,A above B,2,3106,0.49452672247263363,0,-0.00260931524203165,0.011629594116751471
GUAN,AE,AW,5_2,A above B,3,1723,0.4944863609982589,0,-9.723966249717849e-5,0.0027031412347522264
SJER,AE,AA,6_4,A above B,2,1888,0.4941737288135593,0,-4.519056429657017e-4,0.012095930644555344
SOAP,AE,AW,4_1,A above B,3,3876,0.49406604747162025,0,-5.242233575767331e-5,3.945667613815837e-4
STER,WP,AA,3_1,A above B,2,2352,0.49404761904761907,0,-0.0025930811775752793,0.018807863844655506
ORNL,AE,AW,6_3,A above B,3,3270,0.4938837920489297,0,-5.30161501164836e-5,3.076161809489734e-4
JORN,MBR,AA,3_1,A above B,2,980,0.49387755102040815,0,-1.5197216290752455e-4,0.003497785605758315
SJER,AE,AA,5_4,A above B,1,322,0.4937888198757764,0,-0.001841268804981725,0.038162688371008155
MLBS,AE,AA,5_4,A above B,1,158,0.4936708860759494,0,-4.3875258093538534e-4,0.0014134634484888968
TEAK,AE,AW,5_2,A above B,3,1038,0.4932562620423892,0,-4.459162251025584e-5,3.2934921347057585e-4
ORNL,AE,AA,6_5,A above B,1,209,0.49282296650717705,0,-1.4962437641687876e-4,9.78436858642817e-4
WOOD,WP,AA,4_2,A above B,2,3094,0.49256625727213965,0,-0.005608031349112044,0.021727633860611033
NOGP,AE,AA,4_2,A above B,2,2674,0.4925205684367988,0,-0.0022863031897192975,0.011811583023255235
UKFS,WP,AW,5_2,A above B,3,4756,0.49243061396131205,0,-0.003448051266001793,0.014748822542129392
DCFS,AE,AA,3_2,A above B,1,250,0.492,0,-0.011588220463449584,0.036051520524028324
UKFS,AE,AW,5_2,A above B,3,4749,0.49168245946515055,0,-8.408166597473917e-5,7.306836058227675e-4
SJER,AE,AW,6_1,A above B,5,1176,0.4914965986394558,0,-3.6993838088038e-4,0.005136465354040741
TALL,MBR,AW,4_2,A above B,2,116,0.49137931034482757,0,-3.932605412064862e-4,0.013435546024838005
NOGP,MBR,AA,4_1,A above B,3,1136,0.49119718309859156,0,-1.7009579104184985e-4,0.006561871663437033
SCBI,WP,AA,5_4,A above B,1,169,0.4911242603550296,0,-0.15469446901974676,0.3743803898884517
UKFS,MBR,AW,5_1,A above B,4,3480,0.4910919540229885,0,-5.340583094597914e-4,0.00841224194061534
LAJA,WP,AA,4_3,A above B,1,110,0.4909090909090909,0,-0.021620242383118507,0.15478701824821883
STER,WP,AA,4_3,A above B,1,434,0.49078341013824883,0,-0.018265522264866635,0.07986146482697679
SJER,WP,AA,6_4,A above B,2,1897,0.4907749077490775,0,-0.022410984514351924,0.11997535750682145
SOAP,WP,AA,3_2,A above B,1,216,0.49074074074074076,0,-0.021948674483576666,0.08167921656239209
OAES,AE,AA,3_1,A above B,2,3658,0.4907053034445052,0,-0.009132260926735875,0.059703175372051505
