SITE_ID,Approach,Canopy_L1,dLevelsAminusB,tower_order,pair_span,n,prop_positive_FG,prop_cross_grad_flagged,median_FG,median_abs_FG
BONA,WP,AA,5_3,A above B,2,243,0.6213991769547325,0,0.008591332170554881,0.015622405622077843
DSNY,MBR,AA,4_3,A above B,1,174,0.6206896551724138,0,0.00602445982788202,0.01862808588570483
STER,MBR,AA,3_1,A above B,2,2411,0.6200746578183326,0,0.002983653796767519,0.007336244651265453
TEAK,WP,AA,5_3,A above B,2,647,0.6197836166924265,0,0.016868317931637646,0.03365647850551567
ORNL,MBR,AW,4_2,A above B,2,525,0.6190476190476191,0,0.004021208416413889,0.010267797469265639
STEI,MBR,AW,4_2,A above B,2,259,0.6177606177606177,0,0.00290479644224891,0.006782443005873981
CLBJ,MBR,AW,4_2,A above B,2,1717,0.6173558532323821,0,0.010032033961189875,0.029298010374751538
BART,MBR,AA,6_4,A above B,2,368,0.6168478260869565,0,0.0036955833788668816,0.007944803642205275
TREE,MBR,AW,6_3,A above B,3,1459,0.6154900616860863,0,0.0030786094339345605,0.007902453199926563
SOAP,AE,AW,6_1,A above B,5,685,0.6145985401459854,0,6.37456800173405e-5,1.3851879299000804e-4
DSNY,MBR,AA,4_2,A above B,2,2609,0.612878497508624,0,0.003907865375044059,0.013052430624132314
TOOL,AE,AA,2_1,A above B,1,67,0.6119402985074627,0,0.012272582504549863,0.027404450930310163
TEAK,AE,AA,5_3,A above B,2,648,0.6111111111111112,0,2.2068203647134492e-4,4.321051950695481e-4
GRSM,MBR,AA,6_4,A above B,2,336,0.6101190476190477,0,0.006379707843609207,0.013063935672894803
DELA,AE,AW,6_3,A above B,3,2885,0.610051993067591,0,1.9080269678024538e-4,4.086680068777891e-4
DELA,WP,AW,6_3,A above B,3,2891,0.6098235904531304,0,0.03710208453007362,0.08316250210859401
TEAK,MBR,AA,5_3,A above B,2,351,0.6096866096866097,0,0.00415471851104718,0.015932823283428977
BONA,MBR,AA,5_3,A above B,2,274,0.6094890510948905,0,8.905315086017735e-4,0.0032162480056063883
BART,MBR,AW,4_3,A above B,1,128,0.609375,0,0.003990598509829913,0.007985817207540984
WOOD,MBR,AA,3_1,A above B,2,2425,0.6090721649484536,0,0.0023907297054194926,0.006501915846055398
SOAP,WP,AW,6_1,A above B,5,684,0.6081871345029239,0,0.002694662089494839,0.005917339370106898
TOOL,MBR,AA,2_1,A above B,1,51,0.6078431372549019,0,8.598210034193844e-4,0.0024298935514028195
YELL,MBR,AW,5_2,A above B,3,298,0.6073825503355704,0,0.0027285249329376195,0.006061142609822303
BLAN,MBR,AW,4_2,A above B,2,2093,0.6072623029144768,0,0.004437297270545056,0.017496069079885445
MLBS,MBR,AW,6_2,A above B,4,511,0.6066536203522505,0,0.0044683156374380265,0.009277920416584134
SJER,MBR,AW,6_2,A above B,4,1699,0.6056503825779871,0,0.003154713532256709,0.010917214981183757
TEAK,AE,AA,7_5,A above B,2,653,0.6049004594180705,0,1.1519183879036886e-4,2.483903106660743e-4
TEAK,WP,AA,7_5,A above B,2,653,0.6049004594180705,0,0.028751271045459593,0.06754310617737373
BONA,WP,AA,5_4,A above B,1,48,0.6041666666666666,0,0.012732023213915292,0.02950366633971152
SERC,AE,AW,6_2,A above B,4,2922,0.6036960985626283,0,7.783664228327883e-5,1.5331879969668303e-4
OAES,MBR,AA,3_1,A above B,2,2881,0.602915654286706,0,0.006604518359434018,0.020471503729514024
SJER,MBR,AW,4_2,A above B,2,1052,0.6026615969581749,0,0.003219881798907383,0.014316367057764203
SERC,WP,AW,6_2,A above B,4,2927,0.6019815510761872,0,0.010948473672303326,0.023868244742810327
RMNP,AE,AA,4_3,A above B,1,50,0.6,0,4.77351963935123e-4,8.244569226312335e-4
RMNP,WP,AA,5_4,A above B,1,40,0.6,0,0.04780545471872209,0.06795292333066683
RMNP,MBR,AA,5_4,A above B,1,25,0.6,0,0.006241984518315484,0.012079061953615158
STEI,MBR,AW,4_3,A above B,1,15,0.6,0,0.0053592247696324586,0.009617664682158933
TOOL,AE,AA,4_3,A above B,1,15,0.6,0,0.0059570909402734285,0.009559657396506493
WOOD,MBR,AA,2_1,A above B,1,542,0.5996309963099631,0,0.002613709064891768,0.005508120640854941
STER,MBR,AA,4_1,A above B,3,1216,0.5986842105263158,0,0.002645152263047252,0.006946754904829648
TEAK,AE,AA,7_4,A above B,3,981,0.5983690112130479,0,7.865743698862866e-5,1.8125174683456446e-4
