SITE_ID,Year,n_30min,n_observed,n_gapfilled,observed_coverage,annual_budget_gC_m2_yr,observed_partial_sum_gC_m2,gapfilled_partial_sum_gC_m2,model_prediction_se_gC,n_training_obs,n_residual_days,daily_residual_sd_gC,gapfilled_days_equiv,residual_block_se_gC,annual_budget_sd_gC_m2_yr,annual_budget_lower95_gC_m2_yr,annual_budget_upper95_gC_m2_yr,quality_flag,n_observed_days,mean_observed_total_gC_m2_day,sd_observed_total_gC_m2_day,observed_scaled_annual_gC_m2_yr,observed_scaled_annual_se_gC_m2_yr,observed_scaled_annual_lower95_gC_m2_yr,observed_scaled_annual_upper95_gC_m2_yr,observed_FG_scaled_annual_gC_m2_yr,observed_storage_scaled_annual_gC_m2_yr,interpretable_budget,annual_budget_interpretable_gC_m2_yr,annual_budget_interpretable_lower95_gC_m2_yr,annual_budget_interpretable_upper95_gC_m2_yr,n_obs,n_fill,prop_obs_positive,prop_fill_positive,mean_obs_mgC,mean_fill_mgC,delta_prop_positive,delta_mean_mgC,observed_sign,gapfilled_sign,sign_flip,flip_direction,annual_budget_difference_gC_m2_yr
DCFS,2022,17520,1817,15703,0.10371004566210046,-0.11995913615655038,-0.01403394272575138,-0.10592519343079898,6.688446633162096e-4,5815,405,0.00302102311843301,327.1458333333333,0.05464176829799437,0.05464586165406626,-0.22706502499852027,-0.01285324731458049,moderate observed coverage,132,-4.1059306474086594e-4,0.00310775896615959,-0.14986646863041606,0.09873092978904666,-0.3433790910169475,0.04364615375611538,-0.14980214832595648,-6.432030445966047e-5,TRUE,-0.11995913615655038,-0.22706502499852027,-0.01285324731458049,1817,15703,0.6053935057787562,0.3482773992230784,-0.007723688896946229,-0.006745538650627238,-0.2571161065556778,9.78150246318991e-4,sink,sink,FALSE,same sign,0.029907332473865678
DCFS,2023,17520,2260,15260,0.12899543378995434,-0.14376021014159382,-0.01669235102809395,-0.1270678591134995,6.475341042271024e-4,5815,405,0.00302102311843301,317.9166666666667,0.05386550016958683,0.05386939213445698,-0.24934421872512952,-0.03817620155805813,moderate observed coverage,153,-5.826403863542093e-4,0.00349776084485264,-0.2126637410192864,0.10321367954929708,-0.4149625529359086,-0.01036492910266415,-0.2124438768097511,-2.1986420953524813e-4,TRUE,-0.14376021014159382,-0.24934421872512952,-0.03817620155805813,2260,15260,0.5769911504424778,0.3252948885976409,-0.007385996030130067,-0.008326858395380077,-0.25169626184483695,-9.408623652500097e-4,sink,sink,FALSE,same sign,0.06890353087769258
DCFS,2024,17568,812,16756,0.04622040072859745,-0.1258561694908628,-0.03717833202107951,-0.08867783746978324,6.658034647770699e-4,5815,405,0.00302102311843301,349.0833333333333,0.05644410692397762,0.05644803363004886,-0.23649431540575855,-0.01521802357596704,low observed coverage,54,-0.00219295148617712,0.00493219871208316,-0.8026202439408291,0.24565452647719407,-1.2841031158361296,-0.3211373720455287,-0.8023757513673545,-2.444925734746725e-4,FALSE,NA,NA,NA,812,16756,0.5135467980295566,0.3657794222964908,-0.04578612317866937,-0.005292303501419416,-0.1477673757330658,0.04049381967724995,sink,sink,FALSE,same sign,0.6767640744499663
DEJU,2021,17520,147,17373,0.00839041095890411,0.21439802673165165,7.456617142595408e-4,0.21365236501739213,0.00109145353565525,956,25,0.00177667362315939,361.9375,0.03380060282771124,0.03381822027158105,0.1481143149993528,0.2806817384639505,very low observed coverage,3,1.9127959712678143e-4,4.0987150573407345e-4,0.06981705295127523,0.08637338982158446,-0.0994747910990303,0.2391088970015808,0.0696674051880958,1.496477631794322e-4,FALSE,NA,NA,NA,147,17373,0.54421768707483,0.7627928394635354,0.005072528668432242,0.012297954585701466,0.2185751523887054,0.007225425917269225,source,source,FALSE,same sign,0.14458097378037643
DEJU,2022,17520,523,16997,0.02985159817351598,0.23915187323696455,0.00943265662056497,0.2297192166163993,0.00108776399347831,956,25,0.00177667362315939,354.1041666666667,0.03343283256129186,0.03345052351723191,0.17358884714319,0.3047148993307391,low observed coverage,17,5.394209490169677e-5,0.00175061144021452,0.01968886463911932,0.15497375854458725,-0.28405970210827164,0.3234374313865103,0.019378629417461,3.102352216583222e-4,FALSE,NA,NA,NA,523,16997,0.5717017208413002,0.7765488027298935,0.018035672314655773,0.013515280144519547,0.20484708188859324,-0.004520392170136226,source,source,FALSE,same sign,0.21946300859784523
DEJU,2023,17520,274,17246,0.01563926940639269,0.2207310428831957,0.00207265259583918,0.2186583902873566,0.0010798192610352,956,25,0.00177667362315939,359.2916666666667,0.03367683173348756,0.03369413903399428,0.1546905303765669,0.28677155538982446,low observed coverage,5,0.0014233976624165,0.00240066102509015,0.5195401467820233,0.391867010741621,-0.2485191942715539,1.2875994878356003,0.5193780695450178,1.620772370057315e-4,FALSE,NA,NA,NA,274,17246,0.5583941605839416,0.7671344079786617,0.007564425532259793,0.01267878872128927,0.20874024739472008,0.005114363189029476,source,source,FALSE,same sign,-0.29880910389882764
GRSM,2021,17520,449,17071,0.02562785388127854,1.110201670762992,0.03088224646580963,1.0793194242971824,7.486544576682894e-4,2700,177,0.00505074354116081,355.6458333333333,0.0952498235068836,0.09525276563748404,0.9235062501135232,1.296897091412461,low observed coverage,33,0.00137315789474687,0.00438509474042907,0.5012026315826089,0.2786216599485067,-0.04489582191646413,1.047301085081682,0.5019918891912751,-7.892576086661002e-4,FALSE,NA,NA,NA,449,17071,0.6971046770601337,0.9871712260558843,0.06878005894389674,0.06322531921370642,0.2900665489957506,-0.005554739730190328,source,source,FALSE,same sign,0.6089990391803831
GRSM,2022,17520,1434,16086,0.08184931506849315,1.0616388341138645,0.07623835868810232,0.9854004754257624,7.259362207287823e-4,2700,177,0.00505074354116081,335.125,0.09246103075357386,0.09246388046913182,0.8804096283943659,1.2428680398333627,moderate observed coverage,101,0.00288649189678045,0.00517449501485974,1.053569542324866,0.18793174678246985,0.6852233186312252,1.421915766018507,1.053289443106325,2.8009921854075604e-4,TRUE,1.0616388341138645,0.8804096283943659,1.2428680398333627,1434,16086,0.6659693165969317,0.9802934228521696,0.053164824747630644,0.06125826653150327,0.3143241062552379,0.008093441783872626,source,source,FALSE,same sign,0.0080692917889984
GRSM,2023,17520,544,16976,0.03105022831050228,1.14209730263242,0.04467368241365404,1.0974236202187664,7.467904973060698e-4,2700,177,0.00505074354116081,353.6666666666667,0.09498442143848444,0.0949873571168842,0.9559220826833268,1.3282725225815128,low observed coverage,31,0.00415729783360596,0.00525903520151881,1.5174137092661786,0.34476097109445303,0.8416822059210507,2.1931452126113067,1.5165267579845472,8.869512816313725e-4,FALSE,NA,NA,NA,544,16976,0.7536764705882353,0.978440150801131,0.08212073973098175,0.06464559497047402,0.22476368021289572,-0.017475144760507724,source,source,FALSE,same sign,-0.37531640663375865
GRSM,2024,17568,273,17295,0.01553961748633879,1.0837413114745955,0.01357590435596539,1.0701654071186326,7.528846463642016e-4,2700,177,0.00505074354116081,360.3125,0.09587270515069712,0.09587566129213,0.895825015342021,1.2716576076071706,low observed coverage,12,0.00301878358944025,0.00712985044681942,1.1048747937351322,0.7533050566797936,-0.37160311735726337,2.581352704827528,1.1035088352177531,0.00136595851737889,FALSE,NA,NA,NA,273,17295,0.8058608058608059,0.9821335646140503,0.04972858738448859,0.061877155658781956,0.17627275875324444,0.012148568274293364,source,source,FALSE,same sign,-0.021133482260536685
HEAL,2021,17520,139,17381,0.00793378995433789,-0.06081279452330894,0.00135372820908907,-0.062166522732398,0.00116640830630104,724,21,7.339438672103066e-4,362.1041666666667,0.01396624341444077,0.01401486580201246,-0.08828193149525336,-0.03334365755136452,very low observed coverage,7,4.904033967448744e-4,5.021470847566639e-4,0.17899723981187915,0.06927472176605787,0.04321878515040572,0.3147756944733526,0.17865177851376177,3.454612981173463e-4,FALSE,NA,NA,NA,139,17381,0.6762589928057554,0.44755767792417006,0.009739051863950177,-0.003576694248455084,-0.22870131488158535,-0.013315746112405262,source,sink,TRUE,observed source -> gapfilled sink,-0.2398100343351881
HEAL,2022,17520,216,17304,0.01232876712328767,-0.03448673114088813,-7.381780329642284e-4,-0.03374855310792392,0.00117148748691647,724,21,7.339438672103066e-4,360.5,0.01393527297463997,0.01398442761823783,-0.06189620927263427,-0.00707725300914198,low observed coverage,5,3.921052592892029e-4,7.392132545416036e-4,0.14311841964055907,0.1206639693527433,-0.0933829602908178,0.3796197995719359,0.14307494853424285,4.3471106316225034e-5,FALSE,NA,NA,NA,216,17304,0.6805555555555556,0.4903490522422561,-0.0034174908933529125,-0.0019503324727186651,-0.19020650331329947,0.0014671584206342474,source,sink,TRUE,observed source -> gapfilled sink,-0.1776051507814472
HEAL,2023,17520,297,17223,0.01695205479452054,-0.05746398439456088,5.752308193152115e-4,-0.0580392152138761,0.00116401300438809,724,21,7.339438672103066e-4,358.8125,0.01390261922003789,0.01395126329232416,-0.08480846044751625,-0.03011950834160551,low observed coverage,8,-5.050175273214587e-5,3.106631679790024e-4,-0.01843313974723324,0.04009014597556978,-0.09700982585935,0.06014354636488352,-0.0187149551007026,2.818153534693601e-4,FALSE,NA,NA,NA,297,17223,0.6565656565656566,0.4534053300818673,0.0019368041054384218,-0.003369866760371364,-0.2031603264837893,-0.005306670865809786,sink,sink,FALSE,same sign,-0.03903084464732764
HEAL,2024,17568,72,17496,0.0040983606557377,-0.0510817707940627,7.971702656466045e-4,-0.05187894105970927,0.00116925699186408,724,21,7.339438672103066e-4,364.5,0.01401237050889654,0.01406106998743753,-0.07864146796944027,-0.02352207361868513,very low observed coverage,1,-2.1840396946369968e-4,NA,-0.07993585282371407,NA,NA,NA,-0.08024011106595631,3.0425824224221306e-4,FALSE,NA,NA,NA,72,17496,0.6805555555555556,0.45987654320987653,0.011071809245091728,-0.0029651886751091245,-0.22067901234567905,-0.014036997920200852,sink,sink,FALSE,same sign,0.028854082029651368
JERC,2022,17520,120,17400,0.00684931506849315,0.33921275026284237,0.0032847928252885,0.33592795743755405,0.00162725870353891,246,5,0.00188695091179855,362.5,0.03592647501540206,0.03596330877325599,0.2687246650672606,0.4097008354584241,very low observed coverage,5,4.4000417363525263e-4,0.00166948865500506,0.1606015233768672,0.27251557877868915,-0.37352901102936353,0.6947320577830979,0.16252376337956204,-0.00192224000269486,FALSE,NA,NA,NA,120,17400,0.6,0.7489655172413793,0.0273732735440709,0.01930620445043421,0.1489655172413793,-0.008067069093636688,source,source,FALSE,same sign,0.17861122688597517
JORN,2021,17520,228,17292,0.01301369863013698,0.3643426071270392,0.00603193223334423,0.3583106748936954,7.431959162543495e-4,3904,285,0.00154353260400216,360.25,0.02929663917734038,0.0293060643426785,0.30690272101538935,0.42178249323868905,low observed coverage,8,0.00212788041395692,0.00261371311713898,0.776676351094277,0.3372918041299497,0.1155844149995756,1.4377682871889783,0.7768004054777357,-1.2405438345861015e-4,FALSE,NA,NA,NA,228,17292,0.6535087719298246,0.792852185981957,0.026455843128702798,0.02072118175420396,0.13934341405213235,-0.005734661374498837,source,source,FALSE,same sign,-0.4123337439672378
JORN,2022,17520,1404,16116,0.08013698630136987,0.3970210448237364,0.0250361337130187,0.3719849111107171,7.294838477556918e-4,3904,285,0.00154353260400216,335.75,0.02828289219734505,0.02829229820517905,0.34156814034158545,0.45247394930588736,moderate observed coverage,107,8.697598303480162e-4,0.00125671400903795,0.3174623380770259,0.04434426204236264,0.23054758447399515,0.40437709168005664,0.317727680381882,-2.653423048561e-4,TRUE,0.3970210448237364,0.34156814034158545,0.45247394930588736,1404,16116,0.7200854700854701,0.803921568627451,0.017832004069101612,0.023081714514191914,0.08383609854198093,0.005249710445090303,source,source,FALSE,same sign,0.0795587067467105
