SITE_ID,Year,n_30min,n_observed,observed_coverage,n_training_obs,annual_budget_gC_m2_yr,model_only_annual_budget_gC_m2_yr,observed_partial_gC_m2,gapfilled_partial_gC_m2,source_state,log_abs_flux,ERA5_Tair_C_annual,ERA5_Tair_C_sd_annual,ERA5_VSWC_annual,ERA5_VSWC_sd_annual,MAP,MAT,acidity,carbonTot,nitrogenTot,sulfurTot,clayTotal,sandTotal,bulkDensOvenDry,LAI.mean,canopyHeight_m,EcoType,ERA5_Tair_C_annual_site_mean,ERA5_Tair_C_annual_within_site,ERA5_VSWC_annual_site_mean,ERA5_VSWC_annual_within_site
BLAN,2024,17568,127,0.00722905282331512,528,-0.145932278250803,-0.147697948323299,0.00181097056580901,-0.147743248816611,0,-0.8358486344261669,14.458723246812294,9.823054470901344,0.3859594717668487,0.0680685069174209,982.55,12.1,7.775,0.0433333333333333,0.97,0.0433333333333333,26.1083333333333,27.8,1.54510204081633,1.59982944694717,4,Forest,14.427057381337777,0.03166586547451722,0.37535894613805915,0.010600525628789548
BONA,2021,17520,51,0.00291095890410959,273,-0.134031456818652,-0.135383407438758,0.00146220359520461,-0.135493660413856,0,-0.8727932586973954,-1.7207391552512281,15.100411632478352,0.3150317922374428,0.05911407315761397,275,-2,62.05,0.42027027027027,6.53648648648649,0.42027027027027,8.57924528301887,34.0849056603774,1.51297115384615,0.682728736903336,6.4,Forest,-1.0591949657067696,-0.6615441895444585,0.324046814900847,-0.009015022663404204
BONA,2022,17520,88,0.00502283105022831,273,-0.131551162667711,-0.128349495641843,-0.00361885074415843,-0.127932311923553,0,-0.8809053059041586,-0.9392494292240167,14.195970487926175,0.31221466894977157,0.062098332976870445,275,-2,62.05,0.42027027027027,6.53648648648649,0.42027027027027,8.57924528301887,34.0849056603774,1.51297115384615,0.682728736903336,6.4,Forest,-1.0591949657067696,0.11994553648275297,0.324046814900847,-0.011832145951075457
BONA,2023,17520,90,0.00513698630136986,273,-0.116658282524595,-0.117736548104019,3.92508109930466e-4,-0.117050790634526,0,-0.9330844179392701,-0.7837328767121926,13.835055913355934,0.33101972031963467,0.05098200204022756,275,-2,62.05,0.42027027027027,6.53648648648649,0.42027027027027,8.57924528301887,34.0849056603774,1.51297115384615,0.682728736903336,6.4,Forest,-1.0591949657067696,0.275462088994577,0.324046814900847,0.006972905418787645
BONA,2024,17568,44,0.00250455373406193,273,-0.122608228585015,-0.121933106841544,-3.95397232186045e-4,-0.122212831352829,0,-0.9114803785662958,-0.7930584016396411,14.644800391775458,0.337921078096539,0.05992324592240611,275,-2,62.05,0.42027027027027,6.53648648648649,0.42027027027027,8.57924528301887,34.0849056603774,1.51297115384615,0.682728736903336,6.4,Forest,-1.0591949657067696,0.2661365640671285,0.324046814900847,0.01387426319569196
CLBJ,2021,17520,33,0.00188356164383562,255,1.112581897873,1.11495471159669,1.91926333607062e-5,1.11256270523964,1,0.046331989917661125,18.495713470319807,9.496675382344918,0.3180289098173517,0.061331292914490985,925.61,17.5,3.70909090909091,0.0223880597014925,0.492537313432836,0.0223880597014925,16.7686567164179,62.1388059701493,1.64404255319149,1.49708422699265,16,Grassland,19.222624609735593,-0.7269111394157868,0.3066702173901177,0.01135869242723403
CLBJ,2022,17520,54,0.00308219178082192,255,1.14982353470659,1.1448962401309,0.00794969104091278,1.14187384366568,1,0.06063119396284174,18.86133847031947,11.179632528147055,0.28934497716894997,0.07433767368401517,925.61,17.5,3.70909090909091,0.0223880597014925,0.492537313432836,0.0223880597014925,16.7686567164179,62.1388059701493,1.64404255319149,1.49708422699265,16,Grassland,19.222624609735593,-0.36128613941612286,0.3066702173901177,-0.017325240221167715
CLBJ,2023,17520,128,0.00730593607305936,255,1.19909671372885,1.20119634700402,0.0065261521078898,1.19257056162096,1,0.0788542131064569,19.773710045661964,10.14966182063131,0.3108764554794519,0.07640686643129431,925.61,17.5,3.70909090909091,0.0223880597014925,0.492537313432836,0.0223880597014925,16.7686567164179,62.1388059701493,1.64404255319149,1.49708422699265,16,Grassland,19.222624609735593,0.551085435926371,0.3066702173901177,0.0042062380893342355
CLBJ,2024,17568,40,0.00227686703096539,255,1.16757117391963,1.16609153641611,0.0045671853743409,1.16300398854529,1,0.06728336455520803,19.759736452641132,9.66369535220249,0.30843052709471724,0.0761994507242466,925.61,17.5,3.70909090909091,0.0223880597014925,0.492537313432836,0.0223880597014925,16.7686567164179,62.1388059701493,1.64404255319149,1.49708422699265,16,Grassland,19.222624609735593,0.5371118429055386,0.3066702173901177,0.0017603097045995608
CPER,2021,17520,319,0.0182077625570776,2294,0.575370792030381,0.582252205850515,0.00294667326193356,0.572424118768448,1,-0.2400521875407164,10.420901826484107,11.331049969193915,0.19044437785388107,0.05742402667289881,320,8.6,1.72631578947368,0.192105263157895,0.746052631578947,0.192105263157895,19.4315789473684,64.3157894736842,1.55026666666667,0.35214216262916,0.3,Grassland,10.159294426588332,0.26160739989577486,0.19276132335878424,-0.0023169455049031618
