scale,response,driver,driver_value,fit,lwr,upr
30 min,source_probability,hour_num,19,0.7285189103765047,0.6696392657826802,0.780346753991642
30 min,source_probability,hour_num,19.5,0.7356345554634871,0.6776102331615798,0.7865059204448668
30 min,source_probability,hour_num,20,0.7432150606564539,0.6862471728122977,0.7929599867127959
30 min,source_probability,hour_num,20.5,0.7486982338829363,0.6924460182057638,0.7976681383092418
30 min,source_probability,hour_num,21,0.7495786943777842,0.6933468764082025,0.7984958788348466
30 min,source_probability,hour_num,21.5,0.7432797889517078,0.686257080388929,0.7930637863381547
30 min,source_probability,hour_num,22,0.729124491700649,0.6706004128624709,0.7806517362286997
30 min,source_probability,hour_num,22.5,0.710543654689966,0.6501411556841837,0.7642984666353535
30 min,magnitude_log_abs,hour_num,1,-2.8007155648564472,-3.0579840024345586,-2.543447127278336
30 min,magnitude_log_abs,hour_num,1.5,-2.7935999841885866,-3.0510063346959893,-2.536193633681184
30 min,magnitude_log_abs,hour_num,2,-2.7854212573767647,-3.0429961627178077,-2.5278463520357217
30 min,magnitude_log_abs,hour_num,2.5,-2.7771344593301746,-3.0348079876276115,-2.5194609310327376
30 min,magnitude_log_abs,hour_num,3,-2.769310632857763,-3.027036149980516,-2.51158511573501
30 min,magnitude_log_abs,hour_num,3.5,-2.762310405342112,-3.020113182682087,-2.504507628002137
30 min,magnitude_log_abs,hour_num,4,-2.756492248924336,-3.0143872350913767,-2.498597262757295
30 min,magnitude_log_abs,hour_num,4.5,-2.752206999914339,-3.0101297087198993,-2.494284291108779
30 min,magnitude_log_abs,hour_num,5,-2.749585827029844,-3.007470093847001,-2.491701560212687
30 min,magnitude_log_abs,hour_num,5.5,-2.7485125591440913,-3.0063809281885914,-2.4906441900995913
30 min,magnitude_log_abs,hour_num,6,-2.748857830413997,-3.0067573414224755,-2.490958319405518
30 min,magnitude_log_abs,hour_num,6.5,-2.7504922031985046,-3.008406762628202,-2.4925776437688074
30 min,magnitude_log_abs,hour_num,7,-2.7532668095311714,-3.0111414001317542,-2.4953922189305886
30 min,magnitude_log_abs,hour_num,7.5,-2.7569871538361856,-3.014840267967007,-2.499134039705364
30 min,magnitude_log_abs,hour_num,8,-2.761452197947801,-3.0193400370541985,-2.5035643588414036
30 min,magnitude_log_abs,hour_num,8.5,-2.7664609037002705,-3.0243819362341404,-2.5085398711664006
30 min,magnitude_log_abs,hour_num,9,-2.7718046648115378,-3.0296799054557497,-2.513929424167326
30 min,magnitude_log_abs,hour_num,9.5,-2.7772350591396298,-3.0350326618146823,-2.519437456464577
30 min,magnitude_log_abs,hour_num,10,-2.782490617110054,-3.040235237938397,-2.5247459962817107
30 min,magnitude_log_abs,hour_num,10.5,-2.787309861580202,-3.044991094842143,-2.5296286283182607
30 min,magnitude_log_abs,hour_num,11,-2.791427223717328,-3.0489477699559426,-2.533906677478713
30 min,magnitude_log_abs,hour_num,11.5,-2.7945239307877965,-3.051826422638346,-2.537221438937247
30 min,magnitude_log_abs,hour_num,12,-2.796244003114725,-3.0533848166872866,-2.5391031895421636
30 min,magnitude_log_abs,hour_num,12.5,-2.7962306975571813,-3.0532948839061067,-2.539166511208256
30 min,magnitude_log_abs,hour_num,13,-2.794131563850738,-3.0511415983608137,-2.537121529340662
30 min,magnitude_log_abs,hour_num,13.5,-2.7898033623842906,-3.046758038654436,-2.532848686114145
30 min,magnitude_log_abs,hour_num,14,-2.783402013378038,-3.0403672554192327,-2.526436771336843
30 min,magnitude_log_abs,hour_num,14.5,-2.7751064441871867,-3.032166144052127,-2.5180467443222465
30 min,magnitude_log_abs,hour_num,15,-2.7650957367949958,-3.022264917728324,-2.5079265558616677
30 min,magnitude_log_abs,hour_num,15.5,-2.753815551947909,-3.0110439959950246,-2.4965871079007935
30 min,magnitude_log_abs,hour_num,16,-2.74252504857863,-2.999812831776431,-2.485237265380829
30 min,magnitude_log_abs,hour_num,16.5,-2.7326380136727537,-2.9900253131358547,-2.4752507142096527
30 min,magnitude_log_abs,hour_num,17,-2.725568234215874,-2.9830565013284636,-2.468079967103284
30 min,magnitude_log_abs,hour_num,17.5,-2.7225377064073277,-2.9800614253364155,-2.46501398747824
30 min,magnitude_log_abs,hour_num,18,-2.7234308896051083,-2.9809606167771414,-2.465901162433075
30 min,magnitude_log_abs,hour_num,18.5,-2.7275626587333965,-2.9851285914256547,-2.4699967260411384
30 min,magnitude_log_abs,hour_num,19,-2.734245784016387,-2.9918632102181455,-2.4766283578146284
30 min,magnitude_log_abs,hour_num,19.5,-2.7427968984311346,-3.000412517034456,-2.4851812798278132
30 min,magnitude_log_abs,hour_num,20,-2.7526050436877263,-3.0101717717017666,-2.495038315673686
30 min,magnitude_log_abs,hour_num,20.5,-2.7631235691781395,-3.020661382255161,-2.505585756101118
30 min,magnitude_log_abs,hour_num,21,-2.7738080596837396,-3.031340601604816,-2.5162755177626632
30 min,magnitude_log_abs,hour_num,21.5,-2.784113347912319,-3.0415957434083047,-2.5266309524163333
30 min,magnitude_log_abs,hour_num,22,-2.793420841907397,-3.0507848183701065,-2.5360568654446873
30 min,magnitude_log_abs,hour_num,22.5,-2.8009779413438185,-3.0582407946583747,-2.5437150880292623
30 min,source_probability,doy,21,0.5326945530287092,0.46291499239992134,0.6012180999864107
30 min,source_probability,doy,28,0.5269883917161542,0.4570149171386449,0.5959174587673474
30 min,source_probability,doy,33,0.5299448299338502,0.45972381527319445,0.5990000132271176
30 min,source_probability,doy,39,0.5409390919722399,0.4707751806844687,0.6095164878221986
30 min,source_probability,doy,44,0.5557309830543433,0.4866266074619587,0.6227446897880986
30 min,source_probability,doy,49,0.5734984864751226,0.5061241213727806,0.6382510072350321
30 min,source_probability,doy,54,0.5917069745327512,0.5262720177060078,0.6540451019372912
30 min,source_probability,doy,59,0.6079167788199601,0.5445693691855354,0.6678275761422394
30 min,source_probability,doy,65,0.622578194775241,0.5616757086213623,0.6798420506192034
30 min,source_probability,doy,72,0.6340114755614978,0.5744959215688948,0.68969883085636
30 min,source_probability,doy,77,0.6393842708199047,0.580091837420851,0.6947105645687255
30 min,source_probability,doy,82,0.6430962811577382,0.5841988524909011,0.6979642529411871
30 min,source_probability,doy,89,0.6461498947070892,0.5877374759675602,0.7005034099825064
30 min,source_probability,doy,94,0.6471550592139498,0.5887169659159697,0.7014999107875668
30 min,source_probability,doy,99,0.6474584356481876,0.5890951508499228,0.701729268310372
30 min,source_probability,doy,105,0.6467589214987373,0.5886702505287177,0.7008135090446167
30 min,source_probability,doy,110,0.64476273810383,0.5865567304459938,0.6989796802267393
30 min,source_probability,doy,115,0.6409734397207407,0.5824139441408466,0.6956127784680356
30 min,source_probability,doy,120,0.6349305415546195,0.5761871770594742,0.6899135752269892
30 min,source_probability,doy,125,0.6263990366777996,0.5674093440975689,0.6818549555912805
30 min,source_probability,doy,130,0.6152339148035852,0.5556420498618596,0.67155798857478
30 min,source_probability,doy,135,0.6012782762151416,0.5410140691555798,0.6586226941893732
30 min,source_probability,doy,140,0.5847690024694774,0.5240847335874289,0.642986534222428
30 min,source_probability,doy,145,0.5676846206538003,0.5063258761022618,0.6270346892952041
30 min,source_probability,doy,150,0.5525598718509761,0.4898746986002644,0.6136177126208383
30 min,source_probability,doy,156,0.5406111472156422,0.4760180992681307,0.6038678997583358
30 min,source_probability,doy,161,0.5368272770580202,0.47086469839880835,0.6015256634511978
30 min,source_probability,doy,166,0.5362190087367696,0.4689186798025973,0.6022253964196168
30 min,source_probability,doy,170,0.5362121229490237,0.4679520375711385,0.6031417142029868
30 min,source_probability,doy,174,0.535139802582553,0.46630003843467205,0.6026662989571254
30 min,source_probability,doy,178,0.5321905531811728,0.46328495030085365,0.5998898405266815
30 min,source_probability,doy,182,0.5280322029839182,0.45930509841592915,0.5957128846877207
30 min,source_probability,doy,189,0.5205812874840692,0.45210853780502613,0.58828939638937106
30 min,source_probability,doy,196,0.5170017511082787,0.4488534599522066,0.584523450883878
30 min,source_probability,doy,202,0.5188434270966277,0.450859146310149,0.5861370711094833
30 min,source_probability,doy,209,0.5264593836248327,0.45803639613332603,0.593902815038855
30 min,source_probability,doy,215,0.537290302478508,0.4686571316361848,0.6045388699041222
30 min,source_probability,doy,221,0.5506079597415167,0.48209568501324257,0.6172525050490056
30 min,source_probability,doy,226,0.5618465385042357,0.4934486416701598,0.6279718919139092
30 min,source_probability,doy,231,0.5717121235151909,0.5037017797116939,0.6371169488484076
30 min,source_probability,doy,236,0.5793952141092525,0.5121100478898599,0.6438543363050564
30 min,source_probability,doy,241,0.5862115156305719,0.5191793209459006,0.6501950154407131
30 min,source_probability,doy,246,0.593944471467253,0.5263132984695391,0.6581906040329144
30 min,source_probability,doy,250,0.6019618966854008,0.5336706462932701,0.6665019601691564
30 min,source_probability,doy,255,0.6150577627748374,0.5465010965780644,0.679331714294
30 min,source_probability,doy,260,0.6299853764150225,0.5616823440403919,0.6934536811013516
30 min,source_probability,doy,266,0.6473279967246404,0.5796433252623927,0.7095748160526324
30 min,source_probability,doy,272,0.6608749726409351,0.5942060959754083,0.7217202761704223
30 min,source_probability,doy,279,0.6696785682889922,0.604077965775972,0.7292809145115023
30 min,source_probability,doy,285,0.6710117117496854,0.6054745305769907,0.730507724656219
30 min,source_probability,doy,291,0.666384674671114,0.6004919167876498,0.7263618686215051
30 min,source_probability,doy,297,0.6567264533414767,0.5902225556751843,0.7176013326329737
30 min,source_probability,doy,302,0.646583291184346,0.5791452454398974,0.70865131791346
30 min,source_probability,doy,309,0.6322647207077232,0.5635554160847706,0.695992268454343
30 min,source_probability,doy,315,0.6215548990220513,0.5524389347959359,0.6860628699992953
30 min,source_probability,doy,321,0.6111513464275476,0.5419064090281748,0.6761838430769251
30 min,source_probability,doy,327,0.5994882145786952,0.530636101234797,0.6646237685987895
30 min,source_probability,doy,332,0.5882836069499224,0.5202582122169431,0.6530949895275999
30 min,source_probability,doy,339,0.5739866450354548,0.5061271263605907,0.6391694486671382
30 min,source_probability,doy,345,0.5674761181825735,0.49862995076313665,0.633811289557168
30 min,magnitude_log_abs,doy,21,-3.3509906462247074,-3.6080714468692165,-3.0939098455801983
30 min,magnitude_log_abs,doy,28,-3.362625126393474,-3.619867830606619,-3.1053824221803286
30 min,magnitude_log_abs,doy,33,-3.3717883738780516,-3.629215360597369,-3.114361387158734
30 min,magnitude_log_abs,doy,39,-3.3815545054065215,-3.638970467952601,-3.124138542860442
30 min,magnitude_log_abs,doy,44,-3.386940195634922,-3.643710526230873,-3.130169865038971
30 min,magnitude_log_abs,doy,49,-3.3876400199619705,-3.643442169393424,-3.131837870530517
30 min,magnitude_log_abs,doy,54,-3.3813947278307257,-3.636242994623847,-3.1265464610376044
30 min,magnitude_log_abs,doy,59,-3.365946529664902,-3.61983465510653,-3.1120584042232737
30 min,magnitude_log_abs,doy,65,-3.3349313453848235,-3.5876857142518914,-3.0821769765177556
30 min,magnitude_log_abs,doy,72,-3.291920893986187,-3.5441721732725857,-3.0396696146997884
30 min,magnitude_log_abs,doy,77,-3.264544618960839,-3.5168455748521126,-3.0122436630695653
30 min,magnitude_log_abs,doy,82,-3.2450992539471697,-3.4972892472594235,-2.992909260634916
30 min,magnitude_log_abs,doy,89,-3.2275927112535974,-3.4795944385790385,-2.9755909839281562
30 min,magnitude_log_abs,doy,94,-3.2168122354612967,-3.4688725970697574,-2.964751873852836
30 min,magnitude_log_abs,doy,99,-3.2031554570993634,-3.455187601732438,-2.951123312466289
30 min,magnitude_log_abs,doy,105,-3.1793107261073716,-3.431157454397861,-2.9274639978168824
30 min,magnitude_log_abs,doy,110,-3.1516268907778575,-3.403485547657829,-2.899768233897886
30 min,magnitude_log_abs,doy,115,-3.1154528849589127,-3.36740374996011,-2.8635020199577155
30 min,magnitude_log_abs,doy,120,-3.0702124189598328,-3.3220743133584385,-2.818350524561227
30 min,magnitude_log_abs,doy,125,-3.0205045527374286,-3.272260607128392,-2.768748498346465
30 min,magnitude_log_abs,doy,130,-2.973180355533869,-3.225011115846302,-2.721349595221436
30 min,magnitude_log_abs,doy,135,-2.9351001484967627,-3.1870176923686766,-2.683182604624849
30 min,magnitude_log_abs,doy,140,-2.9110348819034586,-3.1628924787597015,-2.6591772850472157
30 min,magnitude_log_abs,doy,145,-2.896853011518461,-3.148904689702664,-2.644801333334258
30 min,magnitude_log_abs,doy,150,-2.8860523473353,-3.138837057995344,-2.6332676366752557
30 min,magnitude_log_abs,doy,156,-2.8684765256664804,-3.1224730955836684,-2.6144799557492924
30 min,magnitude_log_abs,doy,161,-2.8466372040100407,-3.101547852809624,-2.5917265552104576
30 min,magnitude_log_abs,doy,166,-2.8222030023501543,-3.078032232898558,-2.5663737718017505
30 min,magnitude_log_abs,doy,170,-2.8038147971920693,-3.0603158421623875,-2.547313752221751
30 min,magnitude_log_abs,doy,174,-2.7889539095990106,-3.0458618190813422,-2.532046000116679
30 min,magnitude_log_abs,doy,178,-2.7789890256953518,-3.0359389837486472,-2.5220390676420563
30 min,magnitude_log_abs,doy,182,-2.7728458500356643,-3.029673923418626,-2.5160177766527028
30 min,magnitude_log_abs,doy,189,-2.7668762550458843,-3.023563595247132,-2.510188914844637
30 min,magnitude_log_abs,doy,196,-2.760488026986586,-3.0169630140343515,-2.5040130399388203
30 min,magnitude_log_abs,doy,202,-2.7530815163144196,-3.009414797535955,-2.496748235092884
30 min,magnitude_log_abs,doy,209,-2.7458411821174358,-3.00245487262274,-2.4892274916121315
30 min,magnitude_log_abs,doy,215,-2.74394796348988,-3.000706190304453,-2.4871897366753064
30 min,magnitude_log_abs,doy,221,-2.747276000529215,-3.003999851963205,-2.490552149095225
30 min,magnitude_log_abs,doy,226,-2.7537854359598235,-3.010526260154282,-2.497044611765365
30 min,magnitude_log_abs,doy,231,-2.7634422673801002,-3.0200228009747887,-2.5068617337854118
30 min,magnitude_log_abs,doy,236,-2.7758561902110337,-3.0320096947959407,-2.5197026856261266
30 min,magnitude_log_abs,doy,241,-2.7900479307708146,-3.04609857091506,-2.5339972906265693
30 min,magnitude_log_abs,doy,246,-2.80489998727931,-3.0614945038500885,-2.5483054707085318
30 min,magnitude_log_abs,doy,250,-2.8165060987729307,-3.0737454992785156,-2.5592666982673458
30 min,magnitude_log_abs,doy,255,-2.8304209948064867,-3.0882156093664244,-2.572626380246549
30 min,magnitude_log_abs,doy,260,-2.84609805626554,-3.1042269740463406,-2.587969138484739
30 min,magnitude_log_abs,doy,266,-2.8716835594717343,-3.1301083652833226,-2.613258753660146
30 min,magnitude_log_abs,doy,272,-2.9095799527863875,-3.1679570454532646,-2.6512028601195103
30 min,magnitude_log_abs,doy,279,-2.9673888134231348,-3.2254803210584977,-2.709297305787772
30 min,magnitude_log_abs,doy,285,-3.0193264561388022,-3.277446597625453,-2.7612063146521515
30 min,magnitude_log_abs,doy,291,-3.064762097808285,-3.3228642703052893,-2.8066599253112807
30 min,magnitude_log_abs,doy,297,-3.1009459345503143,-3.358949530786177,-2.8429423383144514
30 min,magnitude_log_abs,doy,302,-3.126680574653516,-3.3848436563340933,-2.8685174929729382
30 min,magnitude_log_abs,doy,309,-3.160690816302087,-3.4191468065912,-2.902234826012974
30 min,magnitude_log_abs,doy,315,-3.191379476791572,-3.449756199541242,-2.933002754041902
30 min,magnitude_log_abs,doy,321,-3.2247872150438104,-3.482938187494357,-2.966636242593264
30 min,magnitude_log_abs,doy,327,-3.2618396294951326,-3.5193559702496486,-3.0043232887406166
30 min,magnitude_log_abs,doy,332,-3.2951525296840045,-3.5517656075005655,-3.0385394518674436
30 min,magnitude_log_abs,doy,339,-3.3379389970052884,-3.5940955815069655,-3.0817824125036113
30 min,magnitude_log_abs,doy,345,-3.36253649413948,-3.6192434000962037,-3.1058295881827562
Daily,source_probability,mean_Tair_C_within_site,-16.607569619207997,0.5676338645126763,0.47802526778001175,0.6530251333014943
Daily,source_probability,mean_Tair_C_within_site,-15.217458092531466,0.5745571039493528,0.485769942511875,0.6587824517860912
Daily,source_probability,mean_Tair_C_within_site,-14.127902160582112,0.578451028842395,0.49019469997903,0.6619647448475233
Daily,source_probability,mean_Tair_C_within_site,-13.221861281633396,0.5806116552542786,0.4927338787605486,0.6636574799825605
Daily,source_probability,mean_Tair_C_within_site,-12.461685393174022,0.5816669804690495,0.4940759713693541,0.6643940612383794
Daily,source_probability,mean_Tair_C_within_site,-11.726834782556143,0.5820462498147938,0.49471748353555656,0.664516985954782
Daily,source_probability,mean_Tair_C_within_site,-11.052318253707462,0.5818651024849053,0.49477325893994306,0.6641351450075793
Daily,source_probability,mean_Tair_C_within_site,-10.389082653874441,0.5812259134317733,0.4943707753878517,0.6633220269431988
Daily,source_probability,mean_Tair_C_within_site,-9.691541716590514,0.5801052994244094,0.49350921495551814,0.6620349677131716
Daily,source_probability,mean_Tair_C_within_site,-9.128251831339583,0.578903162640167,0.4925268654235765,0.6607054555936616
Daily,source_probability,mean_Tair_C_within_site,-8.611156727200049,0.5775977960591406,0.4914328573272253,0.6592854503292768
Daily,source_probability,mean_Tair_C_within_site,-8.086342052320722,0.57610679584893,0.4901661178698071,0.6576779953391022
Daily,source_probability,mean_Tair_C_within_site,-7.5580431553183525,0.5744706501893435,0.4887653626862064,0.6559226278075607
Daily,source_probability,mean_Tair_C_within_site,-7.0478654590910885,0.5727959101110663,0.4873263765738132,0.6541294245274626
Daily,source_probability,mean_Tair_C_within_site,-6.565565275652435,0.5711584953628727,0.48591849341476095,0.6523759944354104
Daily,source_probability,mean_Tair_C_within_site,-6.08081747668627,0.5694905809037659,0.4844867001694349,0.6505867215125971
Daily,source_probability,mean_Tair_C_within_site,-5.540265524144771,0.5676424903019829,0.48290691867401175,0.64859679454694
Daily,source_probability,mean_Tair_C_within_site,-5.0341425871714875,0.5659607412969436,0.4814798492115433,0.6467751679810253
Daily,source_probability,mean_Tair_C_within_site,-4.580446073110214,0.5645231676228938,0.4802724688701299,0.6452056466016779
Daily,source_probability,mean_Tair_C_within_site,-4.11872284414369,0.5631552864003768,0.47913998664392987,0.6436963433986207
Daily,source_probability,mean_Tair_C_within_site,-3.6156991327862786,0.5618046581322638,0.478046540155659,0.6421824313758796
Daily,source_probability,mean_Tair_C_within_site,-3.1378744314261384,0.56068526887351,0.4771718343703999,0.6408979159442936
Daily,source_probability,mean_Tair_C_within_site,-2.68963370484145,0.5598040530492956,0.4765204310154281,0.6398518321902521
Daily,source_probability,mean_Tair_C_within_site,-2.2180397321754626,0.5590763590104542,0.47603494916848205,0.638939079989979
Daily,source_probability,mean_Tair_C_within_site,-1.7205877512725816,0.5585542182618025,0.4757691100081256,0.63820747451132
Daily,source_probability,mean_Tair_C_within_site,-1.3216033452293743,0.5583330288000524,0.4757544148967044,0.6378067443566084
Daily,source_probability,mean_Tair_C_within_site,-0.9238463191373478,0.5582991525078941,0.4759275266797745,0.6375829091486183
Daily,source_probability,mean_Tair_C_within_site,-0.4854103968406131,0.5584888014364923,0.47634697573831764,0.6375497601215891
Daily,source_probability,mean_Tair_C_within_site,-0.04372052043272065,0.558930815476653,0.4770225607941365,0.6377524664423763
Daily,source_probability,mean_Tair_C_within_site,0.37190673194127105,0.5595844580369373,0.47789810438484065,0.6381668973660605
Daily,source_probability,mean_Tair_C_within_site,0.7774193473382353,0.5604495553893064,0.4789817720464073,0.6387853235390587
Daily,source_probability,mean_Tair_C_within_site,1.2214483102321914,0.5616582397980223,0.48043209361187905,0.6397089114843162
Daily,source_probability,mean_Tair_C_within_site,1.6464693487357507,0.5630728866863012,0.48208009406940866,0.640836287693349
Daily,source_probability,mean_Tair_C_within_site,2.031422688941618,0.5645714484021014,0.48379144735784996,0.6420629872795687
Daily,source_probability,mean_Tair_C_within_site,2.481315950042168,0.5665821007994735,0.4860519840564698,0.643742670301713
Daily,source_probability,mean_Tair_C_within_site,2.9378608924215377,0.5689030312059684,0.4886270304844177,0.6457143294976286
Daily,source_probability,mean_Tair_C_within_site,3.3929750062835837,0.5714900283934244,0.4914669029276484,0.6479412024335718
Daily,source_probability,mean_Tair_C_within_site,3.81546146477982,0.5741266972217818,0.4943369579929989,0.6502343671390404
Daily,source_probability,mean_Tair_C_within_site,4.240941250679935,0.5770002299070367,0.49744324174596694,0.652754523151074
Daily,source_probability,mean_Tair_C_within_site,4.662295340863984,0.5800497123904202,0.5007200261764289,0.6554481994938848
Daily,source_probability,mean_Tair_C_within_site,5.113070967562889,0.5835214067506302,0.5044303886617811,0.6585344702299303
Daily,source_probability,mean_Tair_C_within_site,5.523015920869636,0.5868514778057485,0.5079726873902408,0.6615111736476583
Daily,source_probability,mean_Tair_C_within_site,5.947635020027568,0.5904579451162344,0.5117934928274308,0.6647500902898196
Daily,source_probability,mean_Tair_C_within_site,6.407489677320748,0.5945238435543909,0.5160846800635986,0.6684175537772207
Daily,source_probability,mean_Tair_C_within_site,6.874836922632213,0.5988028671137147,0.5205850379635796,0.6722925594093041
Daily,source_probability,mean_Tair_C_within_site,7.310936801213252,0.6029066803932813,0.5248883810032183,0.6760211995869072
Daily,source_probability,mean_Tair_C_within_site,7.710585160001286,0.6067426385306472,0.5289013690814444,0.6795155616620021
Daily,source_probability,mean_Tair_C_within_site,8.138972005457827,0.6109145786081761,0.5332571475598754,0.6833242630533652
Daily,source_probability,mean_Tair_C_within_site,8.572798729948326,0.6151821409082687,0.5377049996494364,0.6872275760944752
Daily,source_probability,mean_Tair_C_within_site,8.99736874486215,0.6193797180347588,0.5420736555026884,0.6910726932850696
Daily,source_probability,mean_Tair_C_within_site,9.458860439506878,0.6239428527272012,0.5468170507641088,0.6952578857975612
Daily,source_probability,mean_Tair_C_within_site,9.949220200469368,0.6287653719916794,0.5518247037903546,0.6996857301086022
Daily,source_probability,mean_Tair_C_within_site,10.383601946433082,0.6329928362969408,0.5562103429492022,0.7035707031074956
Daily,source_probability,mean_Tair_C_within_site,10.874521981644255,0.6376961325248904,0.5610847838475811,0.7078968655481989
Daily,source_probability,mean_Tair_C_within_site,11.382515663336726,0.6424546990719632,0.5660097764231088,0.7122791440038663
Daily,source_probability,mean_Tair_C_within_site,11.973736424670808,0.6478218128580384,0.5715520486480161,0.717231586322455
Daily,source_probability,mean_Tair_C_within_site,12.52633404323203,0.6526432345934002,0.5765120464043108,0.721695066549129
Daily,source_probability,mean_Tair_C_within_site,13.151470280920925,0.6578402581210622,0.5818245168655738,0.7265326371865097
Daily,source_probability,mean_Tair_C_within_site,13.890129186663163,0.663594154974379,0.5876351638964404,0.7319438030065213
Daily,source_probability,mean_Tair_C_within_site,14.626455796002809,0.6688840511282097,0.5928622161798786,0.7370077557076604
Daily,magnitude_log_abs,mean_Tair_C_within_site,-16.607569619207997,-0.08655067095704208,-0.2581670112011686,0.0850656692870844
Daily,magnitude_log_abs,mean_Tair_C_within_site,-15.217458092531466,-0.04192748611246791,-0.2129076242501573,0.12905265202522148
Daily,magnitude_log_abs,mean_Tair_C_within_site,-14.127902160582112,-0.0087990460137162,-0.17938297381826507,0.16178488179083267
Daily,magnitude_log_abs,mean_Tair_C_within_site,-13.221861281633396,0.016886881220114308,-0.1534034760734777,0.18717723851370632
Daily,magnitude_log_abs,mean_Tair_C_within_site,-12.461685393174022,0.036834783875301785,-0.13321628549972117,0.20688585325032474
Daily,magnitude_log_abs,mean_Tair_C_within_site,-11.726834782556143,0.05454908816205775,-0.1152647512554997,0.2243629275796152
Daily,magnitude_log_abs,mean_Tair_C_within_site,-11.052318253707462,0.0693471287511439,-0.10023629301864734,0.23893055052093515
Daily,magnitude_log_abs,mean_Tair_C_within_site,-10.389082653874441,0.08247151208402057,-0.08686861998846152,0.25181164415650265
Daily,magnitude_log_abs,mean_Tair_C_within_site,-9.691541716590514,0.09471682484493174,-0.07434637904649424,0.26378002873635775
Daily,magnitude_log_abs,mean_Tair_C_within_site,-9.128251831339583,0.103438690129073,-0.06538417782205669,0.2722615580802027
Daily,magnitude_log_abs,mean_Tair_C_within_site,-8.611156727200049,0.11054139577190741,-0.0580478013483601,0.2791305928921749
Daily,magnitude_log_abs,mean_Tair_C_within_site,-8.086342052320722,0.11688931975472858,-0.05145058632456295,0.2852292258340201
Daily,magnitude_log_abs,mean_Tair_C_within_site,-7.5580431553183525,0.12243750719983257,-0.04564013180521778,0.29051514620488295
Daily,magnitude_log_abs,mean_Tair_C_within_site,-7.0478654590910885,0.1270346650132869,-0.04078013939151143,0.2948494694180852
Daily,magnitude_log_abs,mean_Tair_C_within_site,-6.565565275652435,0.1307362949857056,-0.03682258425522117,0.2982951742266324
Daily,magnitude_log_abs,mean_Tair_C_within_site,-6.08081747668627,0.133872409112244,-0.03342310428538317,0.3011679225098711
Daily,magnitude_log_abs,mean_Tair_C_within_site,-5.540265524144771,0.1367412683597873,-0.03025463678276949,0.3037371735023441
Daily,magnitude_log_abs,mean_Tair_C_within_site,-5.0341425871714875,0.1388926491276628,-0.02781824211820963,0.3056035403735352
Daily,magnitude_log_abs,mean_Tair_C_within_site,-4.580446073110214,0.14043783663367967,-0.02601468241174193,0.3068903556791013
Daily,magnitude_log_abs,mean_Tair_C_within_site,-4.11872284414369,0.1416922609064461,-0.024495119363882684,0.3078796411767749
Daily,magnitude_log_abs,mean_Tair_C_within_site,-3.6156991327862786,0.14275722336534938,-0.023139309033755495,0.30865375576445425
Daily,magnitude_log_abs,mean_Tair_C_within_site,-3.1378744314261384,0.14354080696688484,-0.02207790281700267,0.30915951675077236
Daily,magnitude_log_abs,mean_Tair_C_within_site,-2.68963370484145,0.14412956671483243,-0.021227392710899046,0.30948652614056393
Daily,magnitude_log_abs,mean_Tair_C_within_site,-2.2180397321754626,0.14465241679145166,-0.020428163695391383,0.30973299727829473
Daily,magnitude_log_abs,mean_Tair_C_within_site,-1.7205877512725816,0.1451586707892445,-0.01962947884083774,0.30994682041932675
Daily,magnitude_log_abs,mean_Tair_C_within_site,-1.3216033452293743,0.1455741519822983,-0.01897896629369475,0.31012727025829134
Daily,magnitude_log_abs,mean_Tair_C_within_site,-0.9238463191373478,0.14603126107043093,-0.01828733085137163,0.3103498529922335
Daily,magnitude_log_abs,mean_Tair_C_within_site,-0.4854103968406131,0.14662089370421866,-0.01743926782329397,0.3106810552317313
Daily,magnitude_log_abs,mean_Tair_C_within_site,-0.04372052043272065,0.14734302818988126,-0.01645737344847162,0.3111434298282342
Daily,magnitude_log_abs,mean_Tair_C_within_site,0.37190673194127105,0.1481719420161584,-0.015385185406032287,0.3117290694383491
Daily,magnitude_log_abs,mean_Tair_C_within_site,0.7774193473382353,0.14914677212016092,-0.014174801323719316,0.31246834556404113
Daily,magnitude_log_abs,mean_Tair_C_within_site,1.2214483102321914,0.1504291959605512,-0.012637489044733413,0.3134958809658358
Daily,magnitude_log_abs,mean_Tair_C_within_site,1.6464693487357507,0.15189040240963111,-0.010936448440392044,0.3147172532596543
Daily,magnitude_log_abs,mean_Tair_C_within_site,2.031422688941618,0.153427515493496,-0.009186718413862649,0.31604174940085467
Daily,magnitude_log_abs,mean_Tair_C_within_site,2.481315950042168,0.1554974994008014,-0.0068752994969186465,0.3178702982985214
Daily,magnitude_log_abs,mean_Tair_C_within_site,2.9378608924215377,0.15791356464160186,-0.004223834999561665,0.32005096428276536
Daily,magnitude_log_abs,mean_Tair_C_within_site,3.3929750062835837,0.1606486172634132,-0.0012658047050090604,0.3225630392318355
Daily,magnitude_log_abs,mean_Tair_C_within_site,3.81546146477982,0.16348428634174952,0.0017645671677693486,0.3252040055157297
Daily,magnitude_log_abs,mean_Tair_C_within_site,4.240941250679935,0.16662957792432567,0.005092229995779213,0.3281669258528721
Daily,magnitude_log_abs,mean_Tair_C_within_site,4.662295340863984,0.17002799414299646,0.008656055171658461,0.33139993311433447
Daily,magnitude_log_abs,mean_Tair_C_within_site,5.113070967562889,0.1739693283367044,0.012755884739602763,0.335182771933806
